C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
60816,Customer#000060816,oNEozW1G5vsE4Caya,8,18-606-989-2054,8385.97,AUTOMOBILE,al hockey players. carefully even packages against the depos
60817,Customer#000060817,zuHpZLN7Kd9PuCh25bdnfUio4ykL98RR,20,30-463-237-7337,9031.41,AUTOMOBILE,ages cajole quickly. carefully ironic sauternes sleep stealthily across the final instructions. blith
60818,Customer#000060818,MBEI8ss19cGihqlQ2YNAzRLXCHH11,6,16-689-308-6224,-87.72,FURNITURE,nic pinto beans x-ray along the regular packages. final deposits nag carefully. expr
60819,Customer#000060819,kSAt1U u22DQCGoq7L,8,18-777-654-4514,8580.52,FURNITURE,lyly even ideas. furiously regular 
60820,Customer#000060820,A4jYVd6nrSmJteNRONvPkico98ir2L9iPa,12,22-450-881-9360,932.55,AUTOMOBILE,"uriously careful requests sleep after the ideas. final, ironic"
60821,Customer#000060821,j1YT2dCtwV,3,13-801-135-4859,7356.23,HOUSEHOLD,osits against the blithely regular accounts boost quickly pending dinos
60822,Customer#000060822,uyb9cU97QZmlR,23,33-313-956-2263,5251.58,MACHINERY,"s against the regular, pending theodolites nag furiously f"
60823,Customer#000060823,QCngqT1rG0Wj57,9,19-769-906-7738,8250.41,AUTOMOBILE,e regular packages. final requests nag carefully carefully regular dependencies! blithely express pinto
60824,Customer#000060824,JUyssOiwhcFx S8vG0pUmcr1n2e3cS9,9,19-760-432-1515,7626.58,AUTOMOBILE, regular platelets use blithely ironic requests. carefully pending pinto beans should wake court
60825,Customer#000060825,ZKucGOk4vq8g,11,21-106-553-9066,6039.67,BUILDING,ronic deposits dazzle brave theodolites. quickly regular foxes c
60826,Customer#000060826,",5ITkE7W9Szah4fE5ASEi",0,10-342-685-6681,9766.01,MACHINERY,uests. accounts mold doggedly quickly pending ideas. quickly even instructions above the boldly bol
60827,Customer#000060827,b gCoVO9KIA,6,16-253-299-1077,4342.53,HOUSEHOLD,"counts are slyly unusual foxes. bold, regular asymptotes wake slyly fluffil"
60828,Customer#000060828,"92xsNoFRBu80MsIxbl8tA,1NRmSsEcL56",16,26-875-369-3748,8836.97,BUILDING,ly final dependencies run blithely? blithely special pinto beans doze. fluffily ironic instructions 
60829,Customer#000060829,wnXfDuwXQNjbN PRfNPC1UrSmWtmYS,14,24-959-862-4970,-988.90,BUILDING,about the furiously final instructions. slyly final asymptotes affix even ideas. carefully ironic patterns haggle
60830,Customer#000060830,ZHg2mpPdLGq RX2jCeuVXvKfo1PF,24,34-837-144-4115,9434.48,BUILDING,"ses use carefully above the final,"
60831,Customer#000060831,jjhjAwDv CpU3KwOghDBK9f,6,16-818-850-6103,9401.14,BUILDING, unusual accounts sleep blith
60832,Customer#000060832,f VFia20V3,15,25-865-491-8909,9951.73,BUILDING,o beans cajole around the blithely ironic packages. pending requests according to the blithely e
60833,Customer#000060833,"FqjqbqsUwDnXfdnlDNloshWy2,hu",20,30-778-100-7092,1853.84,FURNITURE,usual packages integrate slyly along the bold dolphins. ironic platelets
60834,Customer#000060834,EfrKYnjDrMQrMPerm1y4afzg289,22,32-215-617-8185,3511.75,AUTOMOBILE,xes. quickly final packages nag slyly furiously express platel
60835,Customer#000060835,Fs0k7jAz1nxcmCpnvKQGFCjaJ0yiBkZk,17,27-250-334-4942,4939.26,FURNITURE,refully even courts wake furiously according to the carefully bold ideas. regular instructions haggle carefu
60836,Customer#000060836,evFCtIbE6rr7Y,16,26-152-602-4470,6092.34,FURNITURE, quickly idle packages serve blithely quickly silent theodolites. carefully regular ex
60837,Customer#000060837,8NB2rL3Nm992QOY055HQzFxEaTvF7vGCnElkRMUy,6,16-571-481-3417,4051.55,HOUSEHOLD, may boost slyly ironic ideas. furiously final pinto beans could have to sleep!
60838,Customer#000060838,64EaJ5vMAHWJlBOxJklpNc2RJiWE,2,12-913-494-9813,2454.77,FURNITURE, need to boost against the slyly regular account
60839,Customer#000060839,Xocm6iZBfJ,10,20-876-569-1046,5249.40,FURNITURE,"s haggle furiously even requests. regular, regular sauternes cajole quickly. fluffily silent requests wak"
60840,Customer#000060840,z8LqxBwjmTa8itESbr39v 3oy,10,20-598-450-5825,4626.06,AUTOMOBILE,s. slyly regular accounts nag furiously after the carefully i
60841,Customer#000060841,"PtcRooNC309Rp5SUvm6HV8gZSTBi0Y,Qumn0wMYg",3,13-443-414-6078,209.36,AUTOMOBILE,y ironic packages are against th
60842,Customer#000060842,"P9sSY1Ki2Fg,Q50E,N ZMx bMaEsAl5FV4tq,",11,21-223-716-8485,7573.48,FURNITURE,eposits cajole furiously requests. carefully unusual foxes cajol
60843,Customer#000060843,mB8W6kBbfjnNTJS,17,27-861-922-1770,4480.81,FURNITURE,egular accounts along the furiously bold deposits was according to the b
60844,Customer#000060844,IyLMjIXC2L,8,18-300-867-4700,983.43,BUILDING,s final foxes promise after the requests. reg
60845,Customer#000060845,yRWROxZFvv864fRz7,11,21-288-154-9968,4458.00,MACHINERY,"instructions are fluffily according to the slyly regular ideas. blithely even packages across the unusual, even "
60846,Customer#000060846,sC5oz3HPFa7nnNOemQkK2hr58dJhW8XBVF6Yw55,9,19-190-590-6204,2601.66,BUILDING,lose besides the furiously ironic requests. slyly even instructions sleep furiously above the thin accoun
60847,Customer#000060847,GJVCCdHQKzFcDXCgTiwygQLYeRkHyYTGlBxtYM8,12,22-109-982-4012,9995.64,BUILDING," above the carefully final packages. quickly pending deposits are ironic, even attainments. carefully ironic "
60848,Customer#000060848,TD444bf8u9yu457YYG,24,34-611-541-7253,2826.72,AUTOMOBILE,ular packages. busily ironic 
60849,Customer#000060849,"htclDPFoVl3 f nAU,NJYXBFibqfrOC",21,31-907-761-6898,8663.65,MACHINERY,requests. packages after the finally ir
60850,Customer#000060850,jtLARZhroQ0rb,9,19-655-911-5465,1080.50,AUTOMOBILE,"s cajole carefully according to the carefully regular deposits. blithely ironic deposits along the silent, reg"
60851,Customer#000060851,2xyNCgvd697N70Zb8TWhdyDg3k7,14,24-891-449-2297,7982.27,AUTOMOBILE,cies across the fluffily regular 
60852,Customer#000060852,9eJ1JkQ0h6LwJMtKjnII8RZ3 hNPHh5HTpidPW,22,32-247-123-4628,26.91,HOUSEHOLD,uses. carefully express excuses sleep never. slyly bold grouch
60853,Customer#000060853,buUWoh7vMpEKExipnqp3VENq6,23,33-691-424-6730,-867.22,AUTOMOBILE,c accounts haggle blithely silent platelets. 
60854,Customer#000060854,Zzlt8RXm9gsz0F9hrmSRDVhy1fuTehU,3,13-224-949-5179,8503.04,AUTOMOBILE,lyly against the regular requests. quickly regular pinto beans wake carefully regu
60855,Customer#000060855,aV3rEvBqv1mjH2xVRa0ah7,14,24-776-424-8633,7662.73,FURNITURE,ions. carefully even deposits boost en
60856,Customer#000060856,"F6v,PJAa1c6",12,22-730-313-5584,8551.32,HOUSEHOLD,ers. carefully even theodolites cajole blithely alongside of the ironic pinto beans! furiousl
60857,Customer#000060857,39EfbB65YTIm67LQyOloXVYi6cHZ2vqX2t7,16,26-560-707-4831,5124.58,HOUSEHOLD,ajole blithely regular instructions. fluffily unusual hockey players wake. quickly express a
60858,Customer#000060858,"tgm,x7NUI2zekx FdQ6Elui01 roON HGkji6",24,34-386-183-6982,7879.34,HOUSEHOLD,the unusual ideas haggle slyly after the silent accounts. furiously ironic foxes serve carefully. 
60859,Customer#000060859,i7HQrNYFjLiQ5TYk2E3,15,25-584-725-7363,8037.20,FURNITURE,"ructions use doggedly. ironic, ironic ideas dazzle. carefully even re"
60860,Customer#000060860,9VYz dpJmxLypMmGmOF6B05ki8qrKmfmD617X dP,2,12-828-751-5864,-642.63,BUILDING, carefully final deposits. furiously regular foxes haggle carefully carefully regular pinto beans
60861,Customer#000060861,uQuVF2JFSzdirOKIN82,15,25-132-164-8073,-782.28,BUILDING,cajole furiously final deposits. furiously ironic packages sleep ironic ideas. careful
60862,Customer#000060862,AQ7I3Rb5AZ0fEPW8YvTYzWHf0fu5wrZ,16,26-807-794-9374,6059.30,BUILDING,ithely blithely regular accounts. 
60863,Customer#000060863,ic1bCKkYAZtX,21,31-853-930-6394,9606.99,HOUSEHOLD,usual accounts use furiously across the blithely even instructions. blithely regular instructions at 
60864,Customer#000060864,Bl2N1xJN3WGejZw ZLG8aGU,15,25-823-497-2883,4799.32,BUILDING,e carefully regular excuses. quickly special requests sleep blithely around the even
60865,Customer#000060865,hvsOfc3jZessBX9TaN,5,15-344-867-2755,8176.76,HOUSEHOLD, quickly regular packages cajole packages. bold asymptotes h
60866,Customer#000060866,"KgHI,4Bu2TPgrLi Co7G6PXhwBijU9S6PTBI",23,33-865-720-3392,1933.19,MACHINERY, deposits integrate quickly acco
60867,Customer#000060867,VCjhYLFkTblT W,19,29-344-573-2293,6019.26,BUILDING,telets sleep. furiously even deposits mai
60868,Customer#000060868,dnBd1Pijlq75JYfJeZfpy2avMYgu5I4pOeTwp,1,11-991-274-7866,7647.95,FURNITURE,o beans. furiously bold packages wake s
60869,Customer#000060869,"1a,oSYVuM2 G9Kg,pdneg6v1M2Q",24,34-716-604-7347,2210.43,BUILDING, the requests. even deposits at the furiously ironic accounts sleep blithely ironic requests. slyly bold package
60870,Customer#000060870,"39,hp6wts2o9l70 Ve25ZaOqd1T",6,16-396-974-6935,1581.53,AUTOMOBILE, regular deposits cajole furiously. accounts unwind silently final dependencies. pending 
60871,Customer#000060871,Sfe85sTylNKxgWSNE8MFCqhndUfxuqtMgI42Y,4,14-909-894-9613,2696.75,HOUSEHOLD,gside of the blithely final multipliers 
60872,Customer#000060872,"xGVsGYXTQRp e,11yPa3P",16,26-276-123-2062,2271.51,AUTOMOBILE, accounts cajole above the blithely quiet deposits. unusual accounts about the slyly 
60873,Customer#000060873,OiGgndThpsAhWANLH2M5vRMWh5AnwEVl9gOU,8,18-787-253-8770,5185.80,AUTOMOBILE,"al accounts haggle. express, pending excuses wake. fluffil"
60874,Customer#000060874,THfpR8ffFvfT97,20,30-190-762-3472,2712.74,FURNITURE, the pinto beans. pending ideas sleep? doggedly
60875,Customer#000060875,UzgIqf10oz7c1IO3Ei,14,24-901-895-1053,7040.63,BUILDING,"lly silent deposits. ironic, even pinto beans around the slyly special i"
60876,Customer#000060876,twd3bKK1gTLfu,4,14-683-360-5199,2901.18,FURNITURE,eans wake carefully around the fluffily ironic theodolites. requests hinder. carefully silent acc
60877,Customer#000060877,ZbQ7iGDow6YVsAyyEVdpScI lbA8qq,14,24-133-300-9050,6039.61,HOUSEHOLD,osits. blithely ironic pinto beans
60878,Customer#000060878,"4OOnVBg z27I,6aqnr3O,et79Oh8e5wKSv1ZTmC",24,34-800-153-5129,8749.02,MACHINERY, accounts. slyly ironic ideas according to the furiously even foxes dazzle evenly 
60879,Customer#000060879,Ts9Qpx V4k0X9MmrfFD6u2P,21,31-558-538-8438,5927.72,FURNITURE,ions sleep blithely above the even packages. blithely ir
60880,Customer#000060880,vkU9vxlMGvx76Ev,23,33-890-939-3437,9214.59,BUILDING,"uickly regular deposits-- pending, bold instructions wake slyly against the carefully pending packages. "
60881,Customer#000060881,jAuRbjNgpf P47OdX437N1q6U1w7t1jBBs5tfhs,9,19-691-125-7447,9637.00,HOUSEHOLD,phins. blithely bold theodolites 
60882,Customer#000060882,bIgLDJL3OpnJGwKUPoVKs0CdeDf,11,21-167-360-1899,3061.36,MACHINERY,e ironic dolphins. carefully final dependencies affix fluffily quickly ironic de
60883,Customer#000060883,"XIqxaSUjKd7LWj3tZiLCX,d",3,13-220-969-7097,3187.59,HOUSEHOLD,e along the carefully regular requests. pending deposits doze enticingly id
60884,Customer#000060884,"LFYQlMc le,Mil1xj0SZNX4Mu,BNaFCYqLS T",11,21-730-212-7967,1833.18,HOUSEHOLD,ilent packages-- foxes are blithely against the regul
60885,Customer#000060885,SHn4MAY2HNg TYcL,14,24-914-117-2090,8135.93,MACHINERY,tes cajole silently quickly even deposits-- bold
60886,Customer#000060886,"U4iN6nv0EZXaE,27iOknxll",5,15-769-108-6968,8698.88,AUTOMOBILE,e even asymptotes. final accounts boost above the reques
60887,Customer#000060887,NvEZWfWo31IrC6xK3ptg7ayvm7vb3OIcmY7tawg,20,30-140-953-9139,-859.72,HOUSEHOLD,y final packages. carefully final orbits about the furiously unusual platelets cajole blithely across 
60888,Customer#000060888,INutTZSk16y0Ng6hFCXwFmbjfHbEaQiRU4Z2ItO,22,32-335-157-2685,2681.89,AUTOMOBILE,hely express deposits. furiously ironic packages cajole. dolphins sleep quickly regular dolphins. per
60889,Customer#000060889,yM9qJEOIXlq,1,11-376-473-8040,5529.92,HOUSEHOLD," among the regular, unusual pinto beans. deposits haggle"
60890,Customer#000060890,izsaGfxPf4,15,25-473-362-4771,324.80,HOUSEHOLD,"e regular, even theodolites. even packages nag furiously slyly "
60891,Customer#000060891,"5B9,kPiILjDSz6",13,23-471-939-1669,845.64,BUILDING,"enticing requests haggle quickly. bold, final ideas haggle quickly. even, ironic ideas detect carefull"
60892,Customer#000060892,"uuEkDJC,n6xCj470jFWWFszwLPUUXP2LX9",15,25-689-652-4823,9660.81,HOUSEHOLD,ls! quickly even deposits sleep carefully special dolphins. pending theodolites nag express accou
60893,Customer#000060893,693mB2i8jDjnPzSZEfcvbijz8Yk7tJTScKvXg,23,33-425-561-9429,7377.13,BUILDING,es nag. furious patterns haggle blithely ironic packages-- blithely busy frets according
60894,Customer#000060894,"go8lAKnlbgylapg3NqE,7McTlSeOwpgW,IPCf",15,25-249-813-6404,4409.07,MACHINERY,ages. slyly regular excuses haggle quickly among the special pinto beans. express foxes 
60895,Customer#000060895,",P8lIOyf1a2dSocmuY8lb8D7 x7UVe83xIbj",5,15-826-219-9774,5155.40,BUILDING,ar theodolites will have to detect blithely after the furiously 
60896,Customer#000060896,xt4IChjyJHQILMLMmgLrwj9nt,20,30-395-470-8924,8803.52,BUILDING,"ages across the packages boost at the regular, regular accounts. fluffily re"
60897,Customer#000060897,"wiSR3PinMXMbbs7QXXXSvJ7FCYs,iBtybl",17,27-337-270-7911,8777.13,AUTOMOBILE, express pinto beans. slyly fi
60898,Customer#000060898,4P7pHeuTiUvt5HdodZdPaZC,18,28-252-655-1726,5221.67,HOUSEHOLD, carefully? furiously final foxes wake carefully. slyly even deposits according to the p
60899,Customer#000060899,juGJ66qvqcyLUI0BGOqmzKUUpb2P,9,19-378-506-1585,689.09,BUILDING,"arefully. ironic, ironic theodolites sleep from the slyly ironic notornis. furi"
60900,Customer#000060900,zPVc6LsWFFwlVxKqxxuN7nbQIH6vV,18,28-287-726-6647,7434.81,FURNITURE,. pending foxes cajole fluffily pending pinto beans. unusual deposits wake silent ins
60901,Customer#000060901,0pqhf2GpEAa N,3,13-653-368-9612,5954.22,FURNITURE,ideas. final accounts wake. carefully unusual pa
60902,Customer#000060902,KFCpRF55026mcTyW5YMiTDqyX23 1,3,13-946-426-9762,3616.25,FURNITURE,uests are carefully evenly regular platelets. fluffily final plate
60903,Customer#000060903,"ra tp6BE3z,Nfwj",21,31-281-585-4431,1276.13,FURNITURE,lar theodolites affix about the multipl
60904,Customer#000060904,SzTEAuag4quZGLibouHKYb,0,10-318-859-9590,6833.10,HOUSEHOLD, regular instructions wake slyly platelets. ironic accounts sleep quickly according to the slyly unusual asymptotes.
60905,Customer#000060905,",frz7BQ09DVpSVm4VNGXEEI5hLIgnO",13,23-656-591-5926,1941.06,MACHINERY,fully special packages wake furiou
60906,Customer#000060906,pfJQsOy82wwYDhgBXHr8aIqTynx7IdRS7i336mhc,22,32-263-489-1051,6298.62,FURNITURE,ithely. ironic accounts haggle quickly. sly
60907,Customer#000060907,TknHEogFx1abJvJU7MmcvsbZJFFyKameJ,16,26-488-236-1139,5853.32,BUILDING,pecial pinto beans haggle slyly blithely ironic pinto b
60908,Customer#000060908,iXXY2MtTer8wdexKlJWqBtc6V3q,20,30-416-868-8258,1731.65,FURNITURE,hely silent packages nag slyly. 
60909,Customer#000060909,0G0wRxUrggbCreccc8Qx8yQU,3,13-337-453-4544,6824.71,MACHINERY,fully final platelets. furiously ruthless requests wake quietly across the regula
60910,Customer#000060910,cH0iOWAhOZdzWgbsWl6bf6DDJeBVUJ,8,18-830-228-8763,3949.98,MACHINERY,furiously above the accounts. final packages along the careful
60911,Customer#000060911,1TbaRrVyPH7xrXqgEiuOLbcNnLnwtYLQV,11,21-981-882-7719,355.91,FURNITURE,e. carefully unusual pinto beans integrate carefully. silent ideas are quietly furiously final deposits. pending dep
60912,Customer#000060912,zqUOhhWBFjqik,2,12-694-909-3013,6669.03,BUILDING,"gular packages wake blithely quiet excuses. final,"
60913,Customer#000060913,"7ESRUntaeT4OzsfQWPXk,2aMMUdj5",22,32-322-226-4722,5477.66,HOUSEHOLD,n accounts. carefully final foxes wake. slyl
60914,Customer#000060914,1NODGySgREikB7EKglva Qp8FNgZT4,19,29-779-914-1939,2105.87,FURNITURE,ng to the doggedly bold theodolites. slyly bold accoun
60915,Customer#000060915,DDeZJtYdQnZP1AoCMU2 7Xfi,10,20-890-111-7497,4359.22,MACHINERY," beans are ruthless, bold packages. foxes haggle. blithely final requests sleep blithely even pearl"
60916,Customer#000060916,"egoyBjoafev,LJKx4K3yHT9Z2CI3",10,20-501-319-8724,3428.33,FURNITURE,"y ironic, regular pains-- furiously final deposits sublate fluffily regular dependencies. quickly ironi"
60917,Customer#000060917,eoyehix2B0BTIv5Q7Aac,5,15-551-412-3069,-26.12,AUTOMOBILE,ole slyly. blithely final asymptotes hinder fluffily carefully ironic ideas. slyly 
60918,Customer#000060918,UiNfSvxXwiiOUQ9 96uFutRw5jUNYQHky0S,6,16-979-512-3983,9959.27,BUILDING,e quickly across the slyly pending requests. final packages wake along
60919,Customer#000060919,qsXstZD65s6DKi0YX7p,17,27-792-764-3556,7487.41,BUILDING,"ly alongside of the even, regular foxes: even, even instructions haggle. carefully "
60920,Customer#000060920,uyg4pq ajIv1uX3HTlLXSwn3W4ZOjMkJJP9Kj0,16,26-130-329-6109,9987.49,BUILDING,"usly. slyly unusual deposits haggle boldly. ironic, special platelets breach. ironic pinto beans wak"
60921,Customer#000060921,"rPr nd8w5xwe9TGecZZ 7UUYk,43Jcc",4,14-415-320-4383,8893.15,FURNITURE,"ously against the blithely busy pinto beans. even, final packages according to the"
60922,Customer#000060922,YofzTBDvuJVG,10,20-888-965-5742,8303.36,HOUSEHOLD,e final packages haggle furiously quickly ironic requests. blithely specia
60923,Customer#000060923,"yJUtSWdDyd9msK0qgRXFnIbch,iOmmY8",21,31-299-739-1546,6675.06,HOUSEHOLD,"instructions. special, final attainments sleep. accounts nag blithely quickly final ideas. "
60924,Customer#000060924,"0xgoKV 9pbrfUxUTFZZOv,HWvOwg ",3,13-343-538-7476,7761.33,AUTOMOBILE,ly special deposits. fluffily i
60925,Customer#000060925,upDn0KiRMY6LMDIHeaxKIvk5I,5,15-834-391-2323,4687.39,HOUSEHOLD,about the final foxes integrate carefully ideas. slyly ironic instr
60926,Customer#000060926,mGgqCFDzhx J8A9j0VmSzD,8,18-939-239-7031,7961.53,MACHINERY,"ess foxes. regular requests haggle! final, ironic requests integrate slyly. regula"
60927,Customer#000060927,",fRradTr3nD61e7AVJ3NYIolNRe9eevt",6,16-267-795-8748,3433.35,MACHINERY,olve slyly regular deposits. furiously express accounts cajole slyly
60928,Customer#000060928,WvSHOKAvybJFFlfVJPS2E06Uh6IepDWex UM,9,19-880-531-9900,7270.25,MACHINERY, bold excuses. pending accounts grow. slyly ironic packages cajole quietly id
60929,Customer#000060929,"U9rUCjB1apBPHEn5h U7Y4,yuzF",4,14-770-857-8558,1140.87,AUTOMOBILE,"final, regular pinto beans haggle ca"
60930,Customer#000060930,",mnnrfKjSkFOnw8s",22,32-877-890-7217,-374.20,AUTOMOBILE,nts among the slyly ironic asymptotes are 
60931,Customer#000060931,0cxvCKxl46v3aMsCUn7M,8,18-291-600-3101,708.18,HOUSEHOLD,le furiously. slyly even requests cajole slyly fluffily idle theodolites. bold packages across the ironic d
60932,Customer#000060932,gTxQOwlTjJVujKBytoAg9CKV8vWdIVKWY T7xf,16,26-322-996-5001,9245.38,FURNITURE,ously furiously pending excuses. furiously special deposits shall nag. quickly pending pinto beans hagg
60933,Customer#000060933,1rv0maaHWq3Xt9Mnp3lIJ0TJO j2SqL6uZFPTWj,13,23-342-556-7590,-808.14,BUILDING,l deposits after the ironic foxes wake quickly ironic dol
60934,Customer#000060934," n,0BEU31e9kiCT2Q VkQ7xtyINdA",21,31-598-879-6038,533.06,HOUSEHOLD,ts. furiously special packages are. carefully unusual instructions sleep furiously blithely express reque
60935,Customer#000060935,e7TXqyxJODRP ZClsJT,8,18-789-344-8672,3036.75,AUTOMOBILE,s use. slyly ironic ideas serve carefully even packa
60936,Customer#000060936,"WaLWjzM2CLMZw9t4G,OIQZ2mMXJZDkkNkNli8AL",2,12-830-392-7136,7604.82,HOUSEHOLD,ounts. carefully regular ideas integrate quickly. slyly expres
60937,Customer#000060937,1AZC 9JCyZwV5IQ5h3Hk,6,16-170-585-8197,3225.52,MACHINERY,its. even ideas around the ideas are slyly even accounts. blithely bold requests promise c
60938,Customer#000060938,"i6tjNT4sZiMM2,aOanNMDRhywyZs",8,18-762-942-4179,1362.11,HOUSEHOLD, never about the quickly unusual theodolites. furiously bold foxes detect ste
60939,Customer#000060939,"NFZ7 ,OhqGSSCW1T9VzgPKQX5j6r6HtWf",10,20-892-524-6100,-78.23,MACHINERY,"en courts mold blithely unusual pinto beans. regular, bold warhorse"
60940,Customer#000060940,"MWv, a65rvZA",19,29-100-727-4874,3155.26,BUILDING, beside the furiously silent asymptotes. furiously ironic pl
60941,Customer#000060941,"Qvbe7xvfIsq7q,H",19,29-783-240-2576,8432.44,MACHINERY,ffily express asymptotes. regularly enticing packages are furiously. slyly final
60942,Customer#000060942,"cjs8Cj1N,pCmMDXTkDTR8D,AhGI0",18,28-236-333-6730,9088.83,FURNITURE,lar packages sleep. requests cajole quickl
60943,Customer#000060943,aqRIQ0zeGrva8UPPTRe6TAYKC5wyn 45jAxKrjQ,9,19-858-531-3457,8033.26,HOUSEHOLD,ely ironic packages eat. blithely furious theodolites doze quickly among the quickly unusual foxes. theodoli
60944,Customer#000060944," IdQ VdQziPpjH,4BvrbBT",1,11-878-508-7776,-954.88,AUTOMOBILE,ong the slyly ironic pinto beans. quickl
60945,Customer#000060945,"2kEZhPV9jq3tLhsfNobWgSKpGwwlDR,s",2,12-268-231-3147,9272.57,MACHINERY, regular ideas wake furiously courts. quickly pending accounts serve quickly express platelets. bl
60946,Customer#000060946,sEP OAuIYa,3,13-793-189-9486,5079.13,AUTOMOBILE,"lithely express, final asymptotes. furiously express packages haggle carefully. sly"
60947,Customer#000060947,"jkG5,q4tNGpuKKeUeisrsc1TwV",13,23-889-991-2820,2979.32,MACHINERY,y final deposits. carefully ironic dependencies wake quickly along the furiously express ac
60948,Customer#000060948,"6,c85T7baIvs0KakwPtZLtf79mP9JcdkfkH",12,22-845-823-9697,-578.49,BUILDING,y bold requests sleep slyly. blithely final pains promise around th
60949,Customer#000060949,UOZGN8vFWWfy,6,16-515-561-9700,-806.01,AUTOMOBILE,"symptotes wake ironic, final depe"
60950,Customer#000060950,iOLoN3wFS4xV3VQq,3,13-164-816-3589,3381.30,HOUSEHOLD,nding packages. even instructions nag. slyly pendin
60951,Customer#000060951,nypnd9ucOWA1,19,29-409-857-8860,1509.22,FURNITURE,ely silent requests; unusual dependencies are
60952,Customer#000060952,"8wAst,dmXYbnNJNvJyGss6sHJhXr7of,",14,24-550-698-2472,8469.23,HOUSEHOLD,usual requests among the carefully pending accounts affix carefully dogged accounts; regular excuses
60953,Customer#000060953,fZqdrn6aBxE3bBG8qDxQpl ViLWGriupkJ 1,15,25-464-189-3652,470.39,AUTOMOBILE,"to beans. final, bold asymptote"
60954,Customer#000060954,lwsz wNHioKsZKm1BFTgYKzUgzr4,22,32-566-114-6920,5858.11,BUILDING,"ar excuses. silent, final deposits sleep. slyly bold "
60955,Customer#000060955,Qnl80hsy cSaGgfeaITzSDlr061,23,33-886-911-3724,5213.03,FURNITURE,"nto beans. final, final courts wake blithely. never even req"
60956,Customer#000060956,"kuoGxHkYC7SS,oeszyI6",3,13-416-548-9803,9385.33,AUTOMOBILE,nic dinos nag slyly along the final deposits; idle deposits grow furiously around the quickly fina
60957,Customer#000060957,KI0JlVVDYADs25uN6F5YwJqP,14,24-304-746-6136,8251.63,FURNITURE,ose instructions will have to wake. fluffily special package
60958,Customer#000060958,5abV0CA18I3ZVo,20,30-966-380-9944,6235.17,HOUSEHOLD,s. blithely pending packages haggle carefully across the pending foxes: fluffily regular requests wake slyly a
60959,Customer#000060959,"TT94I,fP0unwepDB7jLT0VH",19,29-795-340-7321,6500.32,MACHINERY,ges. carefully final instructions nag quickly slyly ironic tithes. regular dolphins haggle carefully
60960,Customer#000060960,zCPdvMhVPBeCeP,4,14-935-774-9592,7834.94,AUTOMOBILE,"accounts. blithely express accounts would wake carefully after the pending, unusual pinto beans. fluffily pen"
60961,Customer#000060961,7xPLPeuyK0MHG54EUPmLUtcuVqoYrfVHgkSyx0JE,1,11-189-267-2743,9877.51,FURNITURE,ely special asymptotes are fur
60962,Customer#000060962,"VVX8nx1gRK,vYEfVNmlkM3hlPDtMN",2,12-554-738-1994,8312.94,MACHINERY,ar accounts; final grouches play instru
60963,Customer#000060963,"SUV7XAiLY35Pqke8Cwdk3c1KCLN,wH,KAgd,toE",17,27-127-962-8465,2595.55,BUILDING,"ngside of the regular, dogged warhorses. express pinto beans are slyly according to the furiously bold instructions."
60964,Customer#000060964,kTmEvP9tSA51W86mhm2h48,5,15-934-707-8733,6446.97,HOUSEHOLD, grouches. blithely even deposits affix slyly along the blithely ironic instructions. platelets be
60965,Customer#000060965,fANw6Vcc3dxCdU0E92CLr,0,10-723-500-2501,2266.35,BUILDING,"totes boost ironic packages: express, silent pinto beans according to the special requests haggle except the re"
60966,Customer#000060966,j2VnRyPJ90K9zBWl9fp8rPmor2,8,18-930-377-8894,6550.70,BUILDING,riously unusual accounts. blithely ironic accounts integr
60967,Customer#000060967,S6R1Acu2D7FI3xzaR9mZITHOG08ugmny,20,30-423-183-9939,7620.06,FURNITURE,xes wake quickly theodolites. slyly final ideas
60968,Customer#000060968,"qeugPMQoMhJPbN0mq,ZVP",1,11-820-198-6658,6386.24,MACHINERY,"ccounts above the regular, ironi"
60969,Customer#000060969,VOXe5Nbx3pAC,6,16-143-618-7674,4596.18,AUTOMOBILE,sly unusual orbits. quickly regular pinto beans unwind past the 
60970,Customer#000060970,VbMFZDEIqhw,18,28-225-937-1533,3984.90,FURNITURE,out the slyly even warhorses. thinly final deposits haggle silentl
60971,Customer#000060971,"Sp4FdXfvFy5mfP3A,HEbayFBPrlIGlm",15,25-278-983-1804,4162.73,FURNITURE,s are ironically. blithely even accounts wak
60972,Customer#000060972,WNMg7gHK47ZDb8KTbMDdwPxcdinw5l,22,32-826-294-5804,915.25,BUILDING,ickly regular orbits sleep furiously. carefully regular dep
60973,Customer#000060973,iTTkZzW3Avxu7GY3 sT5jlVk,14,24-774-204-8382,2511.29,BUILDING,thily bold packages. regular asymptotes cajole 
60974,Customer#000060974,"H8CUc,MokIMIGS4",6,16-138-917-1116,9291.79,AUTOMOBILE,osits snooze slyly busy foxes. carefully final requests nag af
60975,Customer#000060975,ojWkPHGsxz6NhO  aS2m qO 9iP2Vv,3,13-196-868-1169,9258.04,MACHINERY,ges. ironic platelets serve slyly regular packages. care
60976,Customer#000060976, Nwd1Q7Vt3PKpazf2oK04HJgpFWMkT,6,16-465-107-4363,2867.03,FURNITURE, accounts wake furiously bold reques
